"","Ref..No.","Location","Name","Accession.Number","event","value","DOY","year","gdd"
"2430",20,"C9","M. stellata","004191-0153-1972","First bud colour","2004-03-14",74,2004,103.06
"2431",20,"C9","M. stellata","004191-0153-1972","First bud colour","2005-03-09",68,2005,125.92
"2432",20,"C9","M. stellata","004191-0153-1972","First bud colour","2006-03-22",81,2006,90.29
"2433",20,"C9","M. stellata","004191-0153-1972","First bud colour","2007-04-22",112,2007,215.73
"2434",20,"C9","M. stellata","004191-0153-1972","First bud colour","2008-04-16",107,2008,123.15
"2435",20,"C9","M. stellata","004191-0153-1972","First bud colour","2009-04-19",109,2009,102.76
"2436",71,"D3","M. zenii (clone no. 1)","024923-0083-1986","First bud colour","1991-04-04",94,1991,101.58
"2437",71,"D3","M. zenii (clone no. 1)","024923-0083-1986","First bud colour","1992-03-11",71,1992,141.91
"2438",71,"D3","M. zenii (clone no. 1)","024923-0083-1986","First bud colour","1993-03-14",73,1993,67.22
"2439",71,"D3","M. zenii (clone no. 1)","024923-0083-1986","First bud colour","2004-03-20",80,2004,116.91
"2440",71,"D3","M. zenii (clone no. 1)","024923-0083-1986","First bud colour","1995-03-15",74,1995,104.66
"2441",71,"D3","M. zenii (clone no. 1)","024923-0083-1986","First bud colour","1996-03-13",73,1996,93.07
"2442",71,"D3","M. zenii (clone no. 1)","024923-0083-1986","First bud colour","1997-03-26",85,1997,91.11
"2443",71,"D3","M. zenii (clone no. 1)","024923-0083-1986","First bud colour","1998-03-11",70,1998,125.71
"2444",71,"D3","M. zenii (clone no. 1)","024923-0083-1986","First bud colour","1999-03-21",80,1999,76.6
"2445",71,"D3","M. zenii (clone no. 1)","024923-0083-1986","First bud colour","2000-03-29",89,2000,88.83
"2446",71,"D3","M. zenii (clone no. 1)","024923-0083-1986","First bud colour","2001-03-21",80,2001,68.57
"2447",71,"D3","M. zenii (clone no. 1)","024923-0083-1986","First bud colour","2002-04-03",93,2002,91.16
"2448",71,"D3","M. zenii (clone no. 1)","024923-0083-1986","First bud colour","2003-03-16",75,2003,116.15
"2449",71,"D3","M. zenii (clone no. 1)","024923-0083-1986","First bud colour","2004-03-10",70,2004,90.82
"2450",71,"D3","M. zenii (clone no. 1)","024923-0083-1986","First bud colour","2005-02-27",58,2005,82.42
"2451",71,"D3","M. zenii (clone no. 1)","024923-0083-1986","First bud colour","2006-03-12",71,2006,76.95
"2452",71,"D3","M. zenii (clone no. 1)","024923-0083-1986","First bud colour","2007-03-12",71,2007,95.8
"2453",71,"D3","M. zenii (clone no. 1)","024923-0083-1986","First bud colour","2008-03-26",86,2008,81.33
"2454",71,"D3","M. zenii (clone no. 1)","024923-0083-1986","First bud colour","2009-04-08",98,2009,57.56
"2455",39,"D2","M. 'Forrest's Pink'","021436-0004-1982","First flower fully open","1991-03-31",90,1991,89.53
"2456",39,"D2","M. 'Forrest's Pink'","021436-0004-1982","First flower fully open","1992-03-15",75,1992,154.76
"2457",39,"D2","M. 'Forrest's Pink'","021436-0004-1982","First flower fully open","1993-03-28",87,1993,95.95
"2458",39,"D2","M. 'Forrest's Pink'","021436-0004-1982","First flower fully open","2004-03-30",90,2004,164.1
"2459",39,"D2","M. 'Forrest's Pink'","021436-0004-1982","First flower fully open","1995-03-19",78,1995,121.65
"2460",39,"D2","M. 'Forrest's Pink'","021436-0004-1982","First flower fully open","1996-03-20",80,1996,112.44
"2461",39,"D2","M. 'Forrest's Pink'","021436-0004-1982","First flower fully open","1997-04-02",92,1997,104
"2462",39,"D2","M. 'Forrest's Pink'","021436-0004-1982","First flower fully open","1998-03-15",74,1998,149.96
"2463",39,"D2","M. 'Forrest's Pink'","021436-0004-1982","First flower fully open","1999-04-07",97,1999,105.47
"2464",39,"D2","M. 'Forrest's Pink'","021436-0004-1982","First flower fully open","2000-03-29",89,2000,88.83
"2465",39,"D2","M. 'Forrest's Pink'","021436-0004-1982","First flower fully open","2001-03-28",87,2001,83.07
"2466",39,"D2","M. 'Forrest's Pink'","021436-0004-1982","First flower fully open","2002-04-14",104,2002,140.8
"2467",39,"D2","M. 'Forrest's Pink'","021436-0004-1982","First flower fully open","2003-03-19",78,2003,120.94
"2468",39,"D2","M. 'Forrest's Pink'","021436-0004-1982","First flower fully open","2004-03-17",77,2004,112.41
"2469",39,"D2","M. 'Forrest's Pink'","021436-0004-1982","First flower fully open","2005-03-05",64,2005,104.12
"2470",39,"D2","M. 'Forrest's Pink'","021436-0004-1982","First flower fully open","2006-03-19",78,2006,83.1
"2471",39,"D2","M. 'Forrest's Pink'","021436-0004-1982","First flower fully open","2007-03-28",87,2007,129.62
"2472",39,"D2","M. 'Forrest's Pink'","021436-0004-1982","First flower fully open","2008-04-09",100,2008,93.82
"2473",39,"D2","M. 'Forrest's Pink'","021436-0004-1982","First flower fully open","2009-04-08",98,2009,57.56
"2474",40,"D2","M. biondii","024459-0330-1984","First flower fully open","1992-03-15",75,1992,154.76
"2475",40,"D2","M. biondii","024459-0330-1984","First flower fully open","1993-03-17",76,1993,70.52
"2476",40,"D2","M. biondii","024459-0330-1984","First flower fully open","2004-03-13",73,2004,98.12
"2477",40,"D2","M. biondii","024459-0330-1984","First flower fully open","1995-03-19",78,1995,121.65
"2478",40,"D2","M. biondii","024459-0330-1984","First flower fully open","1996-03-20",80,1996,112.44
"2479",40,"D2","M. biondii","024459-0330-1984","First flower fully open","1997-03-26",85,1997,91.11
"2480",40,"D2","M. biondii","024459-0330-1984","First flower fully open","1998-03-15",74,1998,149.96
"2481",40,"D2","M. biondii","024459-0330-1984","First flower fully open","1999-04-04",94,1999,99.87
"2482",40,"D2","M. biondii","024459-0330-1984","First flower fully open","2000-04-05",96,2000,114.87
"2483",40,"D2","M. biondii","024459-0330-1984","First flower fully open","2001-04-01",91,2001,90.17
"2484",40,"D2","M. biondii","024459-0330-1984","First flower fully open","2002-04-14",104,2002,140.8
"2485",40,"D2","M. biondii","024459-0330-1984","First flower fully open","2003-03-19",78,2003,120.94
"2486",44,"D5","M. campbellii","010878-0156-1974","First flower fully open","1991-03-31",90,1991,89.53
"2487",44,"D5","M. campbellii","010878-0156-1974","First flower fully open","1992-03-11",71,1992,141.91
"2488",44,"D5","M. campbellii","010878-0156-1974","First flower fully open","1993-03-24",83,1993,91.45
"2489",44,"D5","M. campbellii","010878-0156-1974","First flower fully open","2004-03-20",80,2004,116.91
"2490",44,"D5","M. campbellii","010878-0156-1974","First flower fully open","1995-03-19",78,1995,121.65
"2491",44,"D5","M. campbellii","010878-0156-1974","First flower fully open","1996-04-07",98,1996,167.88
"2492",44,"D5","M. campbellii","010878-0156-1974","First flower fully open","1997-03-30",89,1997,100.1
"2493",44,"D5","M. campbellii","010878-0156-1974","First flower fully open","1999-03-31",90,1999,97.94
"2494",44,"D5","M. campbellii","010878-0156-1974","First flower fully open","2000-03-29",89,2000,88.83
"2495",44,"D5","M. campbellii","010878-0156-1974","First flower fully open","2001-03-28",87,2001,83.07
"2496",44,"D5","M. campbellii","010878-0156-1974","First flower fully open","2002-04-10",100,2002,117.95
"2497",44,"D5","M. campbellii","010878-0156-1974","First flower fully open","2003-03-16",75,2003,116.15
"2498",44,"D5","M. campbellii","010878-0156-1974","First flower fully open","2004-03-14",74,2004,103.06
"2499",44,"D5","M. campbellii","010878-0156-1974","First flower fully open","2005-03-02",61,2005,93.14
"2500",44,"D5","M. campbellii","010878-0156-1974","First flower fully open","2006-03-19",78,2006,83.1
"2501",44,"D5","M. campbellii","010878-0156-1974","First flower fully open","2007-04-01",91,2007,141.4
"2502",44,"D5","M. campbellii","010878-0156-1974","First flower fully open","2008-04-02",93,2008,81.42
"2503",44,"D5","M. campbellii","010878-0156-1974","First flower fully open","2009-04-15",105,2009,81.86
"2504",29,"E9","M. campbellii 'Ethel Hillier'","022740-0055-1983","First flower fully open","1992-03-11",71,1992,141.91
"2505",29,"E9","M. campbellii 'Ethel Hillier'","022740-0055-1983","First flower fully open","1993-03-31",90,1993,103.9
"2506",29,"E9","M. campbellii 'Ethel Hillier'","022740-0055-1983","First flower fully open","2004-03-30",90,2004,164.1
"2507",29,"E9","M. campbellii 'Ethel Hillier'","022740-0055-1983","First flower fully open","1995-03-19",78,1995,121.65
"2508",29,"E9","M. campbellii 'Ethel Hillier'","022740-0055-1983","First flower fully open","1996-04-07",98,1996,167.88
"2509",29,"E9","M. campbellii 'Ethel Hillier'","022740-0055-1983","First flower fully open","1997-04-02",92,1997,104
"2510",29,"E9","M. campbellii 'Ethel Hillier'","022740-0055-1983","First flower fully open","1998-03-15",74,1998,149.96
"2511",29,"E9","M. campbellii 'Ethel Hillier'","022740-0055-1983","First flower fully open","1999-03-24",83,1999,91.9
"2512",29,"E9","M. campbellii 'Ethel Hillier'","022740-0055-1983","First flower fully open","2000-04-02",93,2000,104.27
"2513",29,"E9","M. campbellii 'Ethel Hillier'","022740-0055-1983","First flower fully open","2001-03-25",84,2001,78.77
"2514",29,"E9","M. campbellii 'Ethel Hillier'","022740-0055-1983","First flower fully open","2002-04-07",97,2002,105.7
"2515",29,"E9","M. campbellii 'Ethel Hillier'","022740-0055-1983","First flower fully open","2004-03-14",74,2004,103.06
"2516",29,"E9","M. campbellii 'Ethel Hillier'","022740-0055-1983","First flower fully open","2005-03-05",64,2005,104.12
"2517",29,"E9","M. campbellii 'Ethel Hillier'","022740-0055-1983","First flower fully open","2006-03-26",85,2006,103.14
"2518",29,"E9","M. campbellii 'Ethel Hillier'","022740-0055-1983","First flower fully open","2007-03-18",77,2007,107.84
"2519",29,"E9","M. campbellii 'Ethel Hillier'","022740-0055-1983","First flower fully open","2008-04-06",97,2008,88.32
"2520",58,"F8","M. campbellii 'Landicla'","021430-5235-1982","First flower fully open","2000-04-05",96,2000,114.87
"2521",58,"F8","M. campbellii 'Landicla'","021430-5235-1982","First flower fully open","2001-04-01",91,2001,90.17
"2522",58,"F8","M. campbellii 'Landicla'","021430-5235-1982","First flower fully open","2002-04-14",104,2002,140.8
"2523",58,"F8","M. campbellii 'Landicla'","021430-5235-1982","First flower fully open","2003-03-16",75,2003,116.15
"2524",58,"F8","M. campbellii 'Landicla'","021430-5235-1982","First flower fully open","2004-03-17",77,2004,112.41
"2525",58,"F8","M. campbellii 'Landicla'","021430-5235-1982","First flower fully open","2005-03-05",64,2005,104.12
"2526",58,"F8","M. campbellii 'Landicla'","021430-5235-1982","First flower fully open","2006-03-26",85,2006,103.14
"2527",58,"F8","M. campbellii 'Landicla'","021430-5235-1982","First flower fully open","2007-04-08",98,2007,166.59
"2528",58,"F8","M. campbellii 'Landicla'","021430-5235-1982","First flower fully open","2008-04-13",104,2008,113.36
"2529",58,"F8","M. campbellii 'Landicla'","021430-5235-1982","First flower fully open","2009-04-26",116,2009,138.54
"2530",27,"E9","M. campbellii (deep pink form)","021425-0055-1984","First flower fully open","2000-03-29",89,2000,88.83
"2531",27,"E9","M. campbellii (deep pink form)","021425-0055-1984","First flower fully open","2003-03-27",86,2003,143.73
"2532",27,"E9","M. campbellii (deep pink form)","021425-0055-1984","First flower fully open","2004-03-17",77,2004,112.41
"2533",27,"E9","M. campbellii (deep pink form)","021425-0055-1984","First flower fully open","2005-03-09",68,2005,125.92
"2534",27,"E9","M. campbellii (deep pink form)","021425-0055-1984","First flower fully open","2006-03-26",85,2006,103.14
"2535",27,"E9","M. campbellii (deep pink form)","021425-0055-1984","First flower fully open","2007-03-21",80,2007,114.89
"2536",27,"E9","M. campbellii (deep pink form)","021425-0055-1984","First flower fully open","2008-04-02",93,2008,81.42
"2537",27,"E9","M. campbellii (deep pink form)","021425-0055-1984","First flower fully open","2009-04-19",109,2009,102.76
"2538",28,"E9","M. campbellii (F.C.C. form)","022739-5255-1983","First flower fully open","1991-04-04",94,1991,101.58
"2539",28,"E9","M. campbellii (F.C.C. form)","022739-5255-1983","First flower fully open","1992-03-15",75,1992,154.76
"2540",28,"E9","M. campbellii (F.C.C. form)","022739-5255-1983","First flower fully open","1993-03-28",87,1993,95.95
"2541",28,"E9","M. campbellii (F.C.C. form)","022739-5255-1983","First flower fully open","2004-03-20",80,2004,116.91
"2542",28,"E9","M. campbellii (F.C.C. form)","022739-5255-1983","First flower fully open","1996-03-31",91,1996,130.84
"2543",28,"E9","M. campbellii (F.C.C. form)","022739-5255-1983","First flower fully open","1997-03-30",89,1997,100.1
"2544",28,"E9","M. campbellii (F.C.C. form)","022739-5255-1983","First flower fully open","1998-03-15",74,1998,149.96
"2545",28,"E9","M. campbellii (F.C.C. form)","022739-5255-1983","First flower fully open","1999-03-28",87,1999,96.29
"2546",28,"E9","M. campbellii (F.C.C. form)","022739-5255-1983","First flower fully open","2000-03-29",89,2000,88.83
"2547",28,"E9","M. campbellii (F.C.C. form)","022739-5255-1983","First flower fully open","2001-03-25",84,2001,78.77
"2548",28,"E9","M. campbellii (F.C.C. form)","022739-5255-1983","First flower fully open","2002-04-03",93,2002,91.16
"2549",28,"E9","M. campbellii (F.C.C. form)","022739-5255-1983","First flower fully open","2003-03-12",71,2003,93.22
"2550",28,"E9","M. campbellii (F.C.C. form)","022739-5255-1983","First flower fully open","2004-03-14",74,2004,103.06
"2551",28,"E9","M. campbellii (F.C.C. form)","022739-5255-1983","First flower fully open","2005-03-09",68,2005,125.92
"2552",28,"E9","M. campbellii (F.C.C. form)","022739-5255-1983","First flower fully open","2006-03-22",81,2006,90.29
"2553",28,"E9","M. campbellii (F.C.C. form)","022739-5255-1983","First flower fully open","2007-03-21",80,2007,114.89
"2554",28,"E9","M. campbellii (F.C.C. form)","022739-5255-1983","First flower fully open","2008-04-02",93,2008,81.42
"2555",28,"E9","M. campbellii (F.C.C. form)","022739-5255-1983","First flower fully open","2009-04-11",101,2009,70.41
"2556",67,"F1","M. campbellii (hybrid)","017989-0317-1979","First flower fully open","1992-03-15",75,1992,154.76
"2557",67,"F1","M. campbellii (hybrid)","017989-0317-1979","First flower fully open","1993-04-04",94,1993,118.25
"2558",67,"F1","M. campbellii (hybrid)","017989-0317-1979","First flower fully open","2004-03-27",87,2004,147.45
"2559",67,"F1","M. campbellii (hybrid)","017989-0317-1979","First flower fully open","1995-03-19",78,1995,121.65
"2560",67,"F1","M. campbellii (hybrid)","017989-0317-1979","First flower fully open","1996-03-24",84,1996,120.64
"2561",67,"F1","M. campbellii (hybrid)","017989-0317-1979","First flower fully open","1997-04-02",92,1997,104
"2562",67,"F1","M. campbellii (hybrid)","017989-0317-1979","First flower fully open","1999-04-04",94,1999,99.87
"2563",67,"F1","M. campbellii (hybrid)","017989-0317-1979","First flower fully open","2000-04-02",93,2000,104.27
"2564",67,"F1","M. campbellii (hybrid)","017989-0317-1979","First flower fully open","2001-04-01",91,2001,90.17
"2565",67,"F1","M. campbellii (hybrid)","017989-0317-1979","First flower fully open","2002-04-10",100,2002,117.95
"2566",67,"F1","M. campbellii (hybrid)","017989-0317-1979","First flower fully open","2003-03-19",78,2003,120.94
"2567",67,"F1","M. campbellii (hybrid)","017989-0317-1979","First flower fully open","2004-03-17",77,2004,112.41
"2568",67,"F1","M. campbellii (hybrid)","017989-0317-1979","First flower fully open","2005-03-13",72,2005,142.62
"2569",67,"F1","M. campbellii (hybrid)","017989-0317-1979","First flower fully open","2006-03-26",85,2006,103.14
"2570",67,"F1","M. campbellii (hybrid)","017989-0317-1979","First flower fully open","2007-04-01",91,2007,141.4
"2571",67,"F1","M. campbellii (hybrid)","017989-0317-1979","First flower fully open","2008-04-09",100,2008,93.82
"2572",67,"F1","M. campbellii (hybrid)","017989-0317-1979","First flower fully open","2009-04-19",109,2009,102.76
"2573",80,NA,"M. campbellii subsp. campbellii 'Betty Jessel'","028872-0618-1990","First flower fully open","2002-04-28",118,2002,187.18
"2574",80,NA,"M. campbellii subsp. campbellii 'Betty Jessel'","028872-0618-1990","First flower fully open","2004-04-11",102,2004,219.49
"2575",80,NA,"M. campbellii subsp. campbellii 'Betty Jessel'","028872-0618-1990","First flower fully open","2005-03-30",89,2005,185.19
"2576",80,NA,"M. campbellii subsp. campbellii 'Betty Jessel'","028872-0618-1990","First flower fully open","2006-04-09",99,2006,158.01
"2577",80,NA,"M. campbellii subsp. campbellii 'Betty Jessel'","028872-0618-1990","First flower fully open","2008-04-20",111,2008,127.65
"2578",50,"D5","M. campbellii subsp. mollicomata","016524-0317-1978","First flower fully open","1991-04-04",94,1991,101.58
"2579",50,"D5","M. campbellii subsp. mollicomata","016524-0317-1978","First flower fully open","1992-03-08",68,1992,137.66
"2580",50,"D5","M. campbellii subsp. mollicomata","016524-0317-1978","First flower fully open","1993-04-04",94,1993,118.25
"2581",50,"D5","M. campbellii subsp. mollicomata","016524-0317-1978","First flower fully open","2004-03-23",83,2004,133.26
"2582",50,"D5","M. campbellii subsp. mollicomata","016524-0317-1978","First flower fully open","1995-03-19",78,1995,121.65
"2583",50,"D5","M. campbellii subsp. mollicomata","016524-0317-1978","First flower fully open","1996-03-20",80,1996,112.44
"2584",50,"D5","M. campbellii subsp. mollicomata","016524-0317-1978","First flower fully open","1997-04-02",92,1997,104
"2585",50,"D5","M. campbellii subsp. mollicomata","016524-0317-1978","First flower fully open","1998-03-22",81,1998,176.69
"2586",50,"D5","M. campbellii subsp. mollicomata","016524-0317-1978","First flower fully open","1999-04-11",101,1999,117.26
"2587",50,"D5","M. campbellii subsp. mollicomata","016524-0317-1978","First flower fully open","2000-03-29",89,2000,88.83
"2588",50,"D5","M. campbellii subsp. mollicomata","016524-0317-1978","First flower fully open","2001-03-28",87,2001,83.07
"2589",50,"D5","M. campbellii subsp. mollicomata","016524-0317-1978","First flower fully open","2002-04-10",100,2002,117.95
"2590",50,"D5","M. campbellii subsp. mollicomata","016524-0317-1978","First flower fully open","2003-03-19",78,2003,120.94
"2591",50,"D5","M. campbellii subsp. mollicomata","016524-0317-1978","First flower fully open","2004-03-17",77,2004,112.41
"2592",50,"D5","M. campbellii subsp. mollicomata","016524-0317-1978","First flower fully open","2005-03-13",72,2005,142.62
"2593",50,"D5","M. campbellii subsp. mollicomata","016524-0317-1978","First flower fully open","2006-03-29",88,2006,111.73
