"","Ref. No.","Location","Name","Accession Number","event","value","DOY","year"
"2724",75,NA,"M. denudata 'Japanese Clone'","029725-0618-1992","First flower fully open",2004-04-07,98,2004
"2725",75,NA,"M. denudata 'Japanese Clone'","029725-0618-1992","First flower fully open",2006-04-12,102,2006
"2726",75,NA,"M. denudata 'Japanese Clone'","029725-0618-1992","First flower fully open",2007-04-11,101,2007
"2727",75,NA,"M. denudata 'Japanese Clone'","029725-0618-1992","First flower fully open",2008-05-01,122,2008
"2728",75,NA,"M. denudata 'Japanese Clone'","029725-0618-1992","First flower fully open",2009-04-29,119,2009
"2729",79,NA,"M. maudiae var. platypetala","033449-0539-1996","First flower fully open",2002-04-24,114,2002
"2730",79,NA,"M. maudiae var. platypetala","033449-0539-1996","First flower fully open",2008-05-18,139,2008
"2731",79,NA,"M. maudiae var. platypetala","033449-0539-1996","First flower fully open",2009-05-10,130,2009
"2732",74,"A2","M. officinalis biloba","015711-0328-1978","First flower fully open",2004-05-01,122,2004
"2733",74,"A2","M. officinalis biloba","015711-0328-1978","First flower fully open",1995-04-26,116,1995
"2734",74,"A2","M. officinalis biloba","015711-0328-1978","First flower fully open",1996-05-12,133,1996
"2735",3,"A5","M. sargentiana 'Blood Moon' on M. sprengeri","005230-0055-1986","First flower fully open",1991-03-27,86,1991
"2736",3,"A5","M. sargentiana 'Blood Moon' on M. sprengeri","005230-0055-1986","First flower fully open",1992-03-04,64,1992
"2737",3,"A5","M. sargentiana 'Blood Moon' on M. sprengeri","005230-0055-1986","First flower fully open",1993-03-28,87,1993
"2738",3,"A5","M. sargentiana 'Blood Moon' on M. sprengeri","005230-0055-1986","First flower fully open",2004-03-16,76,2004
"2739",3,"A5","M. sargentiana 'Blood Moon' on M. sprengeri","005230-0055-1986","First flower fully open",1995-03-15,74,1995
"2740",3,"A5","M. sargentiana 'Blood Moon' on M. sprengeri","005230-0055-1986","First flower fully open",1996-03-13,73,1996
"2741",3,"A5","M. sargentiana 'Blood Moon' on M. sprengeri","005230-0055-1986","First flower fully open",1997-03-23,82,1997
"2742",3,"A5","M. sargentiana 'Blood Moon' on M. sprengeri","005230-0055-1986","First flower fully open",1998-03-08,67,1998
"2743",3,"A5","M. sargentiana 'Blood Moon' on M. sprengeri","005230-0055-1986","First flower fully open",1999-03-21,80,1999
"2744",3,"A5","M. sargentiana 'Blood Moon' on M. sprengeri","005230-0055-1986","First flower fully open",2000-03-19,79,2000
"2745",3,"A5","M. sargentiana 'Blood Moon' on M. sprengeri","005230-0055-1986","First flower fully open",2001-03-11,70,2001
"2746",3,"A5","M. sargentiana 'Blood Moon' on M. sprengeri","005230-0055-1986","First flower fully open",2002-03-31,90,2002
"2747",3,"A5","M. sargentiana 'Blood Moon' on M. sprengeri","005230-0055-1986","First flower fully open",2003-03-05,64,2003
"2748",3,"A5","M. sargentiana 'Blood Moon' on M. sprengeri","005230-0055-1986","First flower fully open",2004-03-10,70,2004
"2749",3,"A5","M. sargentiana 'Blood Moon' on M. sprengeri","005230-0055-1986","First flower fully open",2005-02-27,58,2005
"2750",3,"A5","M. sargentiana 'Blood Moon' on M. sprengeri","005230-0055-1986","First flower fully open",2007-03-18,77,2007
"2751",3,"A5","M. sargentiana 'Blood Moon' on M. sprengeri","005230-0055-1986","First flower fully open",2008-03-16,76,2008
"2752",3,"A5","M. sargentiana 'Blood Moon' on M. sprengeri","005230-0055-1986","First flower fully open",2009-04-08,98,2009
"2753",66,"F2","M. sargentiana 'Chyverton Dark'","025075-5324-1986","First flower fully open",1995-03-29,88,1995
"2754",66,"F2","M. sargentiana 'Chyverton Dark'","025075-5324-1986","First flower fully open",1997-04-19,109,1997
"2755",66,"F2","M. sargentiana 'Chyverton Dark'","025075-5324-1986","First flower fully open",1999-04-04,94,1999
"2756",66,"F2","M. sargentiana 'Chyverton Dark'","025075-5324-1986","First flower fully open",2000-04-05,96,2000
"2757",66,"F2","M. sargentiana 'Chyverton Dark'","025075-5324-1986","First flower fully open",2001-04-11,101,2001
"2758",66,"F2","M. sargentiana 'Chyverton Dark'","025075-5324-1986","First flower fully open",2002-04-14,104,2002
"2759",66,"F2","M. sargentiana 'Chyverton Dark'","025075-5324-1986","First flower fully open",2003-03-23,82,2003
"2760",66,"F2","M. sargentiana 'Chyverton Dark'","025075-5324-1986","First flower fully open",2004-03-21,81,2004
"2761",66,"F2","M. sargentiana 'Chyverton Dark'","025075-5324-1986","First flower fully open",2005-03-16,75,2005
"2762",66,"F2","M. sargentiana 'Chyverton Dark'","025075-5324-1986","First flower fully open",2006-03-29,88,2006
"2763",66,"F2","M. sargentiana 'Chyverton Dark'","025075-5324-1986","First flower fully open",2007-04-01,91,2007
"2764",66,"F2","M. sargentiana 'Chyverton Dark'","025075-5324-1986","First flower fully open",2008-04-09,100,2008
"2765",66,"F2","M. sargentiana 'Chyverton Dark'","025075-5324-1986","First flower fully open",2009-04-22,112,2009
"2766",13,"B1","M. sargentiana (ex. var. robusta)","021438-0405-1982","First flower fully open",1991-03-20,79,1991
"2767",13,"B1","M. sargentiana (ex. var. robusta)","021438-0405-1982","First flower fully open",1992-03-08,68,1992
"2768",13,"B1","M. sargentiana (ex. var. robusta)","021438-0405-1982","First flower fully open",1993-03-24,83,1993
"2769",13,"B1","M. sargentiana (ex. var. robusta)","021438-0405-1982","First flower fully open",2004-03-20,80,2004
"2770",13,"B1","M. sargentiana (ex. var. robusta)","021438-0405-1982","First flower fully open",1995-03-15,74,1995
"2771",13,"B1","M. sargentiana (ex. var. robusta)","021438-0405-1982","First flower fully open",1996-03-20,80,1996
"2772",36,"D2","M. sargentiana (ex. var. robusta)","022111-0055-1982","First flower fully open",2008-03-23,83,2008
"2773",36,"D2","M. sargentiana (ex. var. robusta)","022111-0055-1982","First flower fully open",2009-04-08,98,2009
"2774",14,"C7","M. sargentiana (ex. var. robusta)","026294-0328-1988","First flower fully open",1991-03-31,90,1991
"2775",14,"C7","M. sargentiana (ex. var. robusta)","026294-0328-1988","First flower fully open",1992-03-04,64,1992
"2776",14,"C7","M. sargentiana (ex. var. robusta)","026294-0328-1988","First flower fully open",1993-03-28,87,1993
"2777",14,"C7","M. sargentiana (ex. var. robusta)","026294-0328-1988","First flower fully open",2004-03-16,76,2004
"2778",14,"C7","M. sargentiana (ex. var. robusta)","026294-0328-1988","First flower fully open",1995-03-19,78,1995
"2779",14,"C7","M. sargentiana (ex. var. robusta)","026294-0328-1988","First flower fully open",1996-03-20,80,1996
"2780",14,"C7","M. sargentiana (ex. var. robusta)","026294-0328-1988","First flower fully open",1997-03-26,85,1997
"2781",14,"C7","M. sargentiana (ex. var. robusta)","026294-0328-1988","First flower fully open",1998-03-15,74,1998
"2782",14,"C7","M. sargentiana (ex. var. robusta)","026294-0328-1988","First flower fully open",1999-03-28,87,1999
"2783",14,"C7","M. sargentiana (ex. var. robusta)","026294-0328-1988","First flower fully open",2000-03-26,86,2000
"2784",14,"C7","M. sargentiana (ex. var. robusta)","026294-0328-1988","First flower fully open",2001-03-18,77,2001
"2785",14,"C7","M. sargentiana (ex. var. robusta)","026294-0328-1988","First flower fully open",2002-04-10,100,2002
"2786",14,"C7","M. sargentiana (ex. var. robusta)","026294-0328-1988","First flower fully open",2003-03-16,75,2003
"2787",14,"C7","M. sargentiana (ex. var. robusta)","026294-0328-1988","First flower fully open",2004-03-14,74,2004
"2788",14,"C7","M. sargentiana (ex. var. robusta)","026294-0328-1988","First flower fully open",2005-03-09,68,2005
"2789",14,"C7","M. sargentiana (ex. var. robusta)","026294-0328-1988","First flower fully open",2006-03-22,81,2006
"2790",14,"C7","M. sargentiana (ex. var. robusta)","026294-0328-1988","First flower fully open",2008-04-02,93,2008
"2791",14,"C7","M. sargentiana (ex. var. robusta)","026294-0328-1988","First flower fully open",2009-04-05,95,2009
"2792",38,"D2","M. sargentiana (pale flower selection ex. 'Alba')","022600-0016-1984","First flower fully open",1991-03-20,79,1991
"2793",38,"D2","M. sargentiana (pale flower selection ex. 'Alba')","022600-0016-1984","First flower fully open",1992-03-08,68,1992
"2794",38,"D2","M. sargentiana (pale flower selection ex. 'Alba')","022600-0016-1984","First flower fully open",1993-03-24,83,1993
"2795",38,"D2","M. sargentiana (pale flower selection ex. 'Alba')","022600-0016-1984","First flower fully open",1995-03-12,71,1995
"2796",38,"D2","M. sargentiana (pale flower selection ex. 'Alba')","022600-0016-1984","First flower fully open",1996-03-17,77,1996
"2797",38,"D2","M. sargentiana (pale flower selection ex. 'Alba')","022600-0016-1984","First flower fully open",1997-03-19,78,1997
"2798",38,"D2","M. sargentiana (pale flower selection ex. 'Alba')","022600-0016-1984","First flower fully open",1999-03-21,80,1999
"2799",38,"D2","M. sargentiana (pale flower selection ex. 'Alba')","022600-0016-1984","First flower fully open",2000-03-22,82,2000
"2800",38,"D2","M. sargentiana (pale flower selection ex. 'Alba')","022600-0016-1984","First flower fully open",2001-03-11,70,2001
"2801",38,"D2","M. sargentiana (pale flower selection ex. 'Alba')","022600-0016-1984","First flower fully open",2002-03-31,90,2002
"2802",38,"D2","M. sargentiana (pale flower selection ex. 'Alba')","022600-0016-1984","First flower fully open",2003-03-12,71,2003
"2803",38,"D2","M. sargentiana (pale flower selection ex. 'Alba')","022600-0016-1984","First flower fully open",2004-03-10,70,2004
"2804",38,"D2","M. sargentiana (pale flower selection ex. 'Alba')","022600-0016-1984","First flower fully open",2005-03-02,61,2005
"2805",38,"D2","M. sargentiana (pale flower selection ex. 'Alba')","022600-0016-1984","First flower fully open",2006-03-08,67,2006
"2806",38,"D2","M. sargentiana (pale flower selection ex. 'Alba')","022600-0016-1984","First flower fully open",2007-03-21,80,2007
"2807",22,"D8","M. sprengeri","018822-0317-1980","First flower fully open",1991-04-14,104,1991
"2808",22,"D8","M. sprengeri","018822-0317-1980","First flower fully open",1992-03-15,75,1992
"2809",22,"D8","M. sprengeri","018822-0317-1980","First flower fully open",1993-04-04,94,1993
"2810",22,"D8","M. sprengeri","018822-0317-1980","First flower fully open",2004-03-27,87,2004
"2811",22,"D8","M. sprengeri","018822-0317-1980","First flower fully open",1995-03-22,81,1995
"2812",22,"D8","M. sprengeri","018822-0317-1980","First flower fully open",1996-03-20,80,1996
"2813",22,"D8","M. sprengeri","018822-0317-1980","First flower fully open",1997-04-06,96,1997
"2814",22,"D8","M. sprengeri","018822-0317-1980","First flower fully open",1998-03-22,81,1998
"2815",22,"D8","M. sprengeri","018822-0317-1980","First flower fully open",1999-04-07,97,1999
"2816",22,"D8","M. sprengeri","018822-0317-1980","First flower fully open",2000-03-27,87,2000
"2817",22,"D8","M. sprengeri","018822-0317-1980","First flower fully open",2001-03-28,87,2001
"2818",22,"D8","M. sprengeri","018822-0317-1980","First flower fully open",2002-04-07,97,2002
"2819",22,"D8","M. sprengeri","018822-0317-1980","First flower fully open",2003-03-19,78,2003
"2820",22,"D8","M. sprengeri","018822-0317-1980","First flower fully open",2004-03-14,74,2004
"2821",22,"D8","M. sprengeri","018822-0317-1980","First flower fully open",2005-03-05,64,2005
"2822",22,"D8","M. sprengeri","018822-0317-1980","First flower fully open",2006-03-26,85,2006
"2823",22,"D8","M. sprengeri","018822-0317-1980","First flower fully open",2007-03-28,87,2007
"2824",22,"D8","M. sprengeri","018822-0317-1980","First flower fully open",2008-04-02,93,2008
"2825",22,"D8","M. sprengeri","018822-0317-1980","First flower fully open",2009-04-08,98,2009
"2826",34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","First flower fully open",1991-04-14,104,1991
"2827",34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","First flower fully open",1992-03-15,75,1992
"2828",34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","First flower fully open",1993-04-04,94,1993
"2829",34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","First flower fully open",2004-03-20,80,2004
"2830",34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","First flower fully open",1995-03-22,81,1995
"2831",34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","First flower fully open",1996-03-24,84,1996
"2832",34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","First flower fully open",1997-04-09,99,1997
"2833",34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","First flower fully open",1998-03-15,74,1998
"2834",34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","First flower fully open",1999-04-11,101,1999
"2835",34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","First flower fully open",2000-04-09,100,2000
"2836",34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","First flower fully open",2001-04-08,98,2001
"2837",34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","First flower fully open",2002-04-14,104,2002
"2838",34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","First flower fully open",2003-03-30,89,2003
"2839",34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","First flower fully open",2004-03-24,84,2004
"2840",34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","First flower fully open",2005-03-16,75,2005
"2841",34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","First flower fully open",2006-04-05,95,2006
"2842",34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","First flower fully open",2007-04-08,98,2007
"2843",34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","First flower fully open",2008-04-16,107,2008
"2844",34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","First flower fully open",2009-04-11,101,2009
"2845",78,NA,"M. sprengeri 'Eric Savill'","028104-5283-1989","First flower fully open",2001-03-11,70,2001
"2846",78,NA,"M. sprengeri 'Eric Savill'","028104-5283-1989","First flower fully open",2002-04-03,93,2002
"2847",78,NA,"M. sprengeri 'Eric Savill'","028104-5283-1989","First flower fully open",2003-03-12,71,2003
"2848",78,NA,"M. sprengeri 'Eric Savill'","028104-5283-1989","First flower fully open",2004-03-10,70,2004
"2849",78,NA,"M. sprengeri 'Eric Savill'","028104-5283-1989","First flower fully open",2005-03-02,61,2005
"2850",78,NA,"M. sprengeri 'Eric Savill'","028104-5283-1989","First flower fully open",2006-03-12,71,2006
"2851",78,NA,"M. sprengeri 'Eric Savill'","028104-5283-1989","First flower fully open",2007-03-18,77,2007
"2852",78,NA,"M. sprengeri 'Eric Savill'","028104-5283-1989","First flower fully open",2008-03-16,76,2008
"2853",78,NA,"M. sprengeri 'Eric Savill'","028104-5283-1989","First flower fully open",2009-04-08,98,2009
"2854",53,"F6","M  sprengeri 'Wakehurst' A.M.","021439-0021-1982","First flower fully open",2003-04-13,103,2003
"2855",53,"F6","M. sprengeri 'Wakehurst'","021439-0021-1982","First flower fully open",2004-03-31,91,2004
"2856",53,"F6","M. sprengeri 'Wakehurst'","021439-0021-1982","First flower fully open",2005-03-20,79,2005
"2857",53,"F6","M. sprengeri 'Wakehurst'","021439-0021-1982","First flower fully open",2006-04-09,99,2006
"2858",53,"F6","M. sprengeri 'Wakehurst'","021439-0021-1982","First flower fully open",2007-04-08,98,2007
"2859",53,"F6","M. sprengeri 'Wakehurst'","021439-0021-1982","First flower fully open",2008-04-16,107,2008
"2860",53,"F6","M. sprengeri 'Wakehurst'","021439-0021-1982","First flower fully open",2009-04-19,109,2009
"2861",20,"C9","M. stellata","004191-0153-1972","First flower fully open",1991-03-27,86,1991
"2862",20,"C9","M. stellata","004191-0153-1972","First flower fully open",1992-03-08,68,1992
"2863",20,"C9","M. stellata","004191-0153-1972","First flower fully open",1993-03-28,87,1993
"2864",20,"C9","M. stellata","004191-0153-1972","First flower fully open",2004-03-30,90,2004
"2865",20,"C9","M. stellata","004191-0153-1972","First flower fully open",1995-03-22,81,1995
"2866",20,"C9","M. stellata","004191-0153-1972","First flower fully open",1996-03-17,77,1996
"2867",20,"C9","M. stellata","004191-0153-1972","First flower fully open",1997-04-02,92,1997
"2868",20,"C9","M. stellata","004191-0153-1972","First flower fully open",1998-03-18,77,1998
"2869",20,"C9","M. stellata","004191-0153-1972","First flower fully open",1999-03-31,90,1999
"2870",20,"C9","M. stellata","004191-0153-1972","First flower fully open",2000-04-09,100,2000
"2871",20,"C9","M. stellata","004191-0153-1972","First flower fully open",2001-04-04,94,2001
"2872",20,"C9","M. stellata","004191-0153-1972","First flower fully open",2002-04-14,104,2002
"2873",20,"C9","M. stellata","004191-0153-1972","First flower fully open",2003-03-19,78,2003
"2874",20,"C9","M. stellata","004191-0153-1972","First flower fully open",2004-03-24,84,2004
"2875",20,"C9","M. stellata","004191-0153-1972","First flower fully open",2005-03-09,68,2005
"2876",20,"C9","M. stellata","004191-0153-1972","First flower fully open",2006-04-02,92,2006
"2877",20,"C9","M. stellata","004191-0153-1972","First flower fully open",2007-04-25,115,2007
